author,author_url,avg_rating,book_url,cover_url,ratings_count,title,source_list
Betty  Smith,https://www.goodreads.com/author/show/2327917.Betty_Smith,4.3,https://www.goodreads.com/book/show/14891.A_Tree_Grows_in_Brooklyn,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327883484i/14891._SY75_.jpg,4,A Tree Grows in Brooklyn,List_2
Barbara Ehrenreich,https://www.goodreads.com/author/show/1257.Barbara_Ehrenreich,4.03,https://www.goodreads.com/book/show/24453.Witches_Midwives_and_Nurses,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1683191045i/24453._SY75_.jpg,4,"Witches, Midwives and Nurses: A History of Women Healers",List_2
Ayn Rand,https://www.goodreads.com/author/show/432.Ayn_Rand,3.69,https://www.goodreads.com/book/show/662.Atlas_Shrugged,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405868167i/662._SY75_.jpg,3,Atlas Shrugged,List_2
John Stuart Mill,https://www.goodreads.com/author/show/57651.John_Stuart_Mill,3.88,https://www.goodreads.com/book/show/677591.The_Subjection_of_Women,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348332074i/677591._SX50_.jpg,3,The Subjection of Women,List_2
Alice Walker,https://www.goodreads.com/author/show/7380.Alice_Walker,4.28,https://www.goodreads.com/book/show/52892857-the-color-purple,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1703084419i/52892857._SY75_.jpg,4,The Color Purple,List_3
Sylvia Plath,https://www.goodreads.com/author/show/4379.Sylvia_Plath,4.04,https://www.goodreads.com/book/show/6514.The_Bell_Jar,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554582218i/6514._SY75_.jpg,4,The Bell Jar,List_3
Isabel Allende,https://www.goodreads.com/author/show/2238.Isabel_Allende,4.3,https://www.goodreads.com/book/show/9328.The_House_of_the_Spirits,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621672028i/9328._SY75_.jpg,4,The House of the Spirits,List_3
Michael Cunningham,https://www.goodreads.com/author/show/1432.Michael_Cunningham,3.96,https://www.goodreads.com/book/show/11899.The_Hours,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479663379i/11899._SY75_.jpg,3,The Hours,List_3
Madeline Miller,https://www.goodreads.com/author/show/176372.Madeline_Miller,4.22,https://www.goodreads.com/book/show/35959740-circe,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565909496i/35959740._SY75_.jpg,4,Circe,List_3
Margaret Atwood,https://www.goodreads.com/author/show/3472.Margaret_Atwood,4.04,https://www.goodreads.com/book/show/58027.Alias_Grace,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472960163i/58027._SY75_.jpg,4,Alias Grace,List_3
Margaret Atwood,https://www.goodreads.com/author/show/3472.Margaret_Atwood,3.95,https://www.goodreads.com/book/show/51019.Cat_s_Eye,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385207977i/51019._SY75_.jpg,3,Cat's Eye,List_3
Octavia E. Butler,https://www.goodreads.com/author/show/29535.Octavia_E_Butler,4.19,https://www.goodreads.com/book/show/52397.Parable_of_the_Sower,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442169447i/52397._SY75_.jpg,4,"Parable of the Sower (Earthseed, #1)",List_3
Marge Piercy,https://www.goodreads.com/author/show/31845.Marge_Piercy,3.91,https://www.goodreads.com/book/show/772888.Woman_on_the_Edge_of_Time,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480498743i/772888._SY75_.jpg,3,Woman on the Edge of Time,List_3
Diana Wynne Jones,https://www.goodreads.com/author/show/4260.Diana_Wynne_Jones,4.28,https://www.goodreads.com/book/show/2294528.Howl_s_Moving_Castle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1324490211i/2294528._SX50_.jpg,4,"Howl's Moving Castle (Howl's Moving Castle, #1)",List_3
Margaret Atwood,https://www.goodreads.com/author/show/3472.Margaret_Atwood,3.71,https://www.goodreads.com/book/show/17645.The_Penelopiad,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442806554i/17645._SY75_.jpg,3,The Penelopiad,List_3
Margaret Atwood,https://www.goodreads.com/author/show/3472.Margaret_Atwood,3.7,https://www.goodreads.com/book/show/133445.The_Edible_Woman,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1623151363i/133445._SY75_.jpg,3,The Edible Woman,List_3
Robert Munsch,https://www.goodreads.com/author/show/6039100.Robert_Munsch,4.31,https://www.goodreads.com/book/show/240130.The_Paper_Bag_Princess,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386912856i/240130._SX50_.jpg,4,The Paper Bag Princess,List_3
Chimamanda Ngozi Adichie,https://www.goodreads.com/author/show/19992417.Chimamanda_Ngozi_Adichie,4.31,https://www.goodreads.com/book/show/15796700-americanah,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356654499i/15796700._SX50_.jpg,4,Americanah,List_3
Toni Morrison,https://www.goodreads.com/author/show/3534.Toni_Morrison,4.06,https://www.goodreads.com/book/show/11346.Sula,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441578153i/11346._SY75_.jpg,4,Sula,List_3
Margaret Atwood,https://www.goodreads.com/author/show/3472.Margaret_Atwood,3.96,https://www.goodreads.com/book/show/78433.The_Blind_Assassin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451445426i/78433._SY75_.jpg,3,The Blind Assassin,List_3
Anne Brontë,https://www.goodreads.com/author/show/8249.Anne_Bront_,4.04,https://www.goodreads.com/book/show/337113.The_Tenant_of_Wildfell_Hall,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479652419i/337113._SY75_.jpg,4,The Tenant of Wildfell Hall,List_3
Doris Lessing,https://www.goodreads.com/author/show/7728.Doris_Lessing,3.77,https://www.goodreads.com/book/show/24100.The_Golden_Notebook,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367457541i/24100._SY75_.jpg,3,The Golden Notebook,List_3
Angela Carter,https://www.goodreads.com/author/show/27500.Angela_Carter,3.9,https://www.goodreads.com/book/show/49011.The_Bloody_Chamber_and_Other_Stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1756076411i/49011._SY75_.jpg,3,The Bloody Chamber and Other Stories,List_3
Jeanette Winterson,https://www.goodreads.com/author/show/9399.Jeanette_Winterson,3.73,https://www.goodreads.com/book/show/15055.Oranges_Are_Not_the_Only_Fruit,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1267717580i/15055._SY75_.jpg,3,Oranges Are Not the Only Fruit,List_3
Sheri S. Tepper,https://www.goodreads.com/author/show/20560.Sheri_S_Tepper,4.06,https://www.goodreads.com/book/show/104344.The_Gate_to_Women_s_Country,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171511056i/104344._SY75_.jpg,4,The Gate to Women's Country,List_3
Sandra Cisneros,https://www.goodreads.com/author/show/13234.Sandra_Cisneros,3.68,https://www.goodreads.com/book/show/324786.The_House_on_Mango_Street,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332737406i/324786._SY75_.jpg,3,The House on Mango Street,List_3
L.M. Montgomery,https://www.goodreads.com/author/show/5350.L_M_Montgomery,4.33,https://www.goodreads.com/book/show/8127.Anne_of_Green_Gables,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615094578i/8127._SY75_.jpg,4,"Anne of Green Gables (Anne of Green Gables, #1)",List_3
Amy Tan,https://www.goodreads.com/author/show/5246.Amy_Tan,4.04,https://www.goodreads.com/book/show/12557.The_Kitchen_God_s_Wife,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434152599i/12557._SY75_.jpg,4,The Kitchen God's Wife,List_3
Elizabeth Gaskell,https://www.goodreads.com/author/show/1413437.Elizabeth_Gaskell,4.15,https://www.goodreads.com/book/show/156538.North_and_South,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699604581i/156538._SY75_.jpg,4,North and South,List_3
Barbara Kingsolver,https://www.goodreads.com/author/show/3541.Barbara_Kingsolver,4.05,https://www.goodreads.com/book/show/14249.Prodigal_Summer,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426308771i/14249._SY75_.jpg,4,Prodigal Summer,List_3
Kristin Cashore,https://www.goodreads.com/author/show/1373880.Kristin_Cashore,4.06,https://www.goodreads.com/book/show/3236307-graceling,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331548394i/3236307._SY75_.jpg,4,"Graceling (Graceling Realm, #1)",List_3
Avi,https://www.goodreads.com/author/show/10105.Avi,3.86,https://www.goodreads.com/book/show/310146.The_True_Confessions_of_Charlotte_Doyle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348243806i/310146._SY75_.jpg,3,The True Confessions of Charlotte Doyle,List_3
Laura Ingalls Wilder,https://www.goodreads.com/author/show/5300.Laura_Ingalls_Wilder,4.36,https://www.goodreads.com/book/show/114345.The_Little_House_Collection,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577932823i/114345._SX50_.jpg,4,"The Little House Collection (Little House, #1-9)",List_3
Barbara Kingsolver,https://www.goodreads.com/author/show/3541.Barbara_Kingsolver,4.02,https://www.goodreads.com/book/show/30868.The_Bean_Trees,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443483961i/30868._SY75_.jpg,4,"The Bean Trees (Greer Family, #1)",List_3
Carson McCullers,https://www.goodreads.com/author/show/3506.Carson_McCullers,3.99,https://www.goodreads.com/book/show/37380.The_Heart_Is_a_Lonely_Hunter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385265834i/37380._SY75_.jpg,3,The Heart Is a Lonely Hunter,List_3
Kate Chopin,https://www.goodreads.com/author/show/5132.Kate_Chopin,4.06,https://www.goodreads.com/book/show/2267195.The_Story_of_an_Hour,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348249668i/2267195._SY75_.jpg,4,The Story of an Hour,List_3
Erica Jong,https://www.goodreads.com/author/show/6085.Erica_Jong,3.48,https://www.goodreads.com/book/show/9654.Fear_of_Flying,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388190180i/9654._SY75_.jpg,3,Fear of Flying,List_3
Jean M. Auel,https://www.goodreads.com/author/show/861.Jean_M_Auel,4.33,https://www.goodreads.com/book/show/74341.The_Clan_of_the_Cave_Bear_the_Valley_of_Horses_the_Mammoth_Hunters_the_Plains_of_Passage,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1235059058i/74341._SY75_.jpg,4,"The Clan of the Cave Bear, the Valley of Horses, the Mammoth Hunters, the Plains of Passage (Earth's Children, #1-4)",List_3
Sarah Waters,https://www.goodreads.com/author/show/25334.Sarah_Waters,4.02,https://www.goodreads.com/book/show/45162.Fingersmith,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327879025i/45162._SY75_.jpg,4,Fingersmith,List_3
Willa Cather,https://www.goodreads.com/author/show/881203.Willa_Cather,3.85,https://www.goodreads.com/book/show/17150.My_ntonia,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389151307i/17150._SY75_.jpg,3,My Ántonia,List_3
Dorothy Allison,https://www.goodreads.com/author/show/5599.Dorothy_Allison,4.15,https://www.goodreads.com/book/show/25354.Bastard_Out_of_Carolina,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424648725i/25354._SX50_.jpg,4,Bastard Out of Carolina,List_3
Margaret Atwood,https://www.goodreads.com/author/show/3472.Margaret_Atwood,3.83,https://www.goodreads.com/book/show/17650.The_Robber_Bride,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388263287i/17650._SY75_.jpg,3,The Robber Bride,List_3
Charles Frazier,https://www.goodreads.com/author/show/7130.Charles_Frazier,3.89,https://www.goodreads.com/book/show/10920.Cold_Mountain,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442416348i/10920._SY75_.jpg,3,Cold Mountain,List_3
Ann Brashares,https://www.goodreads.com/author/show/3681.Ann_Brashares,3.85,https://www.goodreads.com/book/show/452306.The_Sisterhood_of_the_Traveling_Pants,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461611233i/452306._SY75_.jpg,3,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",List_3
Chimamanda Ngozi Adichie,https://www.goodreads.com/author/show/19992417.Chimamanda_Ngozi_Adichie,4.18,https://www.goodreads.com/book/show/126381.Purple_Hibiscus,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1740964781i/126381._SY75_.jpg,4,Purple Hibiscus,List_3
Toni Morrison,https://www.goodreads.com/author/show/3534.Toni_Morrison,3.87,https://www.goodreads.com/book/show/5198.Paradise,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558921210i/5198._SX50_.jpg,3,"Paradise (Beloved Trilogy, #3)",List_3
Alison Bechdel,https://www.goodreads.com/author/show/54223321.Alison_Bechdel,4.45,https://www.goodreads.com/book/show/3189884-the-essential-dykes-to-watch-out-for,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348922728i/3189884._SX50_.jpg,4,The Essential Dykes To Watch Out For,List_3
Nnedi Okorafor,https://www.goodreads.com/author/show/588356.Nnedi_Okorafor,3.93,https://www.goodreads.com/book/show/7767021-who-fears-death,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348469489i/7767021._SX50_.jpg,3,Who Fears Death,List_3
Richard Yates,https://www.goodreads.com/author/show/27069.Richard_Yates,3.94,https://www.goodreads.com/book/show/48328.Revolutionary_Road,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1759183553i/48328._SY75_.jpg,3,Revolutionary Road,List_3
Marlo Thomas,https://www.goodreads.com/author/show/54063.Marlo_Thomas,4.43,https://www.goodreads.com/book/show/887089.Free_to_Be_You_and_Me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347851779i/887089._SX50_.jpg,4,Free to Be...You and Me,List_3
Octavia E. Butler,https://www.goodreads.com/author/show/29535.Octavia_E_Butler,4.37,https://www.goodreads.com/book/show/60926.Lilith_s_Brood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1776526765i/60926._SY75_.jpg,4,"Lilith's Brood (Xenogenesis, #1-3)",List_3
Octavia E. Butler,https://www.goodreads.com/author/show/29535.Octavia_E_Butler,3.78,https://www.goodreads.com/book/show/60925.Fledgling,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441479816i/60925._SY75_.jpg,3,Fledgling,List_3
Scott O'Dell,https://www.goodreads.com/author/show/4999.Scott_O_Dell,3.88,https://www.goodreads.com/book/show/41044096-island-of-the-blue-dolphins,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533405446i/41044096._SX50_.jpg,3,Island of the Blue Dolphins,List_3
D.H. Lawrence,https://www.goodreads.com/author/show/17623.D_H_Lawrence,3.5,https://www.goodreads.com/book/show/32049.Lady_Chatterley_s_Lover,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1215571713i/32049._SY75_.jpg,3,Lady Chatterley’s Lover,List_3
Chimamanda Ngozi Adichie,https://www.goodreads.com/author/show/19992417.Chimamanda_Ngozi_Adichie,4.34,https://www.goodreads.com/book/show/18749.Half_of_a_Yellow_Sun,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327934717i/18749._SX50_.jpg,4,Half of a Yellow Sun,List_3
Nawal El Saadawi,https://www.goodreads.com/author/show/68481.Nawal_El_Saadawi,4.24,https://www.goodreads.com/book/show/159604.Woman_at_Point_Zero,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1708115563i/159604._SY75_.jpg,4,Woman at Point Zero,List_3
Juliet Marillier,https://www.goodreads.com/author/show/8649.Juliet_Marillier,4.29,https://www.goodreads.com/book/show/13928.Daughter_of_the_Forest,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343589988i/13928._SY75_.jpg,4,"Daughter of the Forest  (Sevenwaters, #1)",List_3
Terry Pratchett,https://www.goodreads.com/author/show/1654.Terry_Pratchett,4.07,https://www.goodreads.com/book/show/833422.Equal_Rites,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659765571i/833422._SY75_.jpg,4,"Equal Rites (Discworld, #3; Witches, #1)",List_3
Ana Castillo,https://www.goodreads.com/author/show/27600.Ana_Castillo,3.88,https://www.goodreads.com/book/show/312435.So_Far_from_God,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365396350i/312435._SX50_.jpg,3,So Far from God,List_3
Billie Letts,https://www.goodreads.com/author/show/3510.Billie_Letts,4.04,https://www.goodreads.com/book/show/5168.Where_the_Heart_Is,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327959469i/5168._SY75_.jpg,4,Where the Heart Is,List_3
Elfriede Jelinek,https://www.goodreads.com/author/show/128607.Elfriede_Jelinek,3.62,https://www.goodreads.com/book/show/219879.The_Piano_Teacher,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328823912i/219879._SY75_.jpg,3,The Piano Teacher,List_3
Jane Smiley,https://www.goodreads.com/author/show/1339.Jane_Smiley,3.83,https://www.goodreads.com/book/show/41193.A_Thousand_Acres,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388197504i/41193._SY75_.jpg,3,A Thousand Acres,List_3
Joanne Harris,https://www.goodreads.com/author/show/9432.Joanne_Harris,3.96,https://www.goodreads.com/book/show/47401.Chocolat,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388674628i/47401._SY75_.jpg,3,"Chocolat (Chocolat, #1)",List_3
Libba Bray,https://www.goodreads.com/author/show/2526.Libba_Bray,3.62,https://www.goodreads.com/book/show/9464733-beauty-queens,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1289410187i/9464733._SY75_.jpg,3,Beauty Queens,List_3
Tracy Chevalier,https://www.goodreads.com/author/show/1973.Tracy_Chevalier,3.9,https://www.goodreads.com/book/show/6457081-remarkable-creatures,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327161912i/6457081._SY75_.jpg,3,Remarkable Creatures,List_3
Kristin Cashore,https://www.goodreads.com/author/show/1373880.Kristin_Cashore,4.09,https://www.goodreads.com/book/show/6137154-fire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331535456i/6137154._SY75_.jpg,4,"Fire (Graceling Realm, #2)",List_3
Sarai Walker,https://www.goodreads.com/author/show/8393981.Sarai_Walker,3.56,https://www.goodreads.com/book/show/22749796-dietland,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429097346i/22749796._SY75_.jpg,3,Dietland,List_3
Terry Pratchett,https://www.goodreads.com/author/show/1654.Terry_Pratchett,4.3,https://www.goodreads.com/book/show/164954.The_Wee_Free_Men,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1255846319i/164954._SX50_.jpg,4,"The Wee Free Men (Discworld, #30)",List_3
E. Lockhart,https://www.goodreads.com/author/show/173491.E_Lockhart,3.8,https://www.goodreads.com/book/show/1629601.The_Disreputable_History_of_Frankie_Landau_Banks,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313980820i/1629601._SY75_.jpg,3,The Disreputable History of Frankie Landau-Banks,List_3
Mary Ann Shaffer,https://www.goodreads.com/author/show/1194527.Mary_Ann_Shaffer,4.19,https://www.goodreads.com/book/show/2728527-the-guernsey-literary-and-potato-peel-pie-society,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351979318i/2728527._SY75_.jpg,4,The Guernsey Literary and Potato Peel Pie Society,List_3
Margaret Atwood,https://www.goodreads.com/author/show/3472.Margaret_Atwood,3.68,https://www.goodreads.com/book/show/47122.Lady_Oracle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388432970i/47122._SY75_.jpg,3,Lady Oracle,List_3
Barbara Kingsolver,https://www.goodreads.com/author/show/3541.Barbara_Kingsolver,4.02,https://www.goodreads.com/book/show/14250.Pigs_in_Heaven,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347616121i/14250._SY75_.jpg,4,"Pigs in Heaven (Greer Family, #2)",List_3
Ursula K. Le Guin,https://www.goodreads.com/author/show/874602.Ursula_K_Le_Guin,3.99,https://www.goodreads.com/book/show/59921.The_Telling,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309203290i/59921._SY75_.jpg,3,The Telling,List_3
Marion Zimmer Bradley,https://www.goodreads.com/author/show/4841825.Marion_Zimmer_Bradley,4.07,https://www.goodreads.com/book/show/84544.The_Firebrand,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309203171i/84544._SY75_.jpg,4,The Firebrand,List_3
Jeanette Winterson,https://www.goodreads.com/author/show/9399.Jeanette_Winterson,4.11,https://www.goodreads.com/book/show/15047.The_Passion,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388187737i/15047._SY75_.jpg,4,The Passion,List_3
