author,author_url,avg_rating,book_url,cover_url,ratings_count,title,source
Andrea Dworkin,https://www.goodreads.com/author/show/23879.Andrea_Dworkin,3.84,https://www.goodreads.com/book/show/209333.Woman_Hating,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386748156i/209333._SY75_.jpg,3,Woman Hating,Best Feminist Books
bell hooks,https://www.goodreads.com/author/show/10697.bell_hooks,4,https://www.goodreads.com/book/show/17607.All_About_Love,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1757107647i/17607._SY75_.jpg,4,All About Love: New Visions,Best Feminist Books
Robert Thier,https://www.goodreads.com/author/show/6123144.Robert_Thier,4.49,https://www.goodreads.com/book/show/24035804-storm-and-silence,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448470535i/24035804._SY75_.jpg,4,"Storm and Silence (Storm and Silence, #1)",Best Feminist Books
Luce Irigaray,https://www.goodreads.com/author/show/7804.Luce_Irigaray,4,https://www.goodreads.com/book/show/330543.This_Sex_Which_is_Not_One,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1681165320i/330543._SY75_.jpg,4,This Sex Which is Not One,Best Feminist Books
Diana Wynne Jones,https://www.goodreads.com/author/show/4260.Diana_Wynne_Jones,4.28,https://www.goodreads.com/book/show/6294.Howl_s_Moving_Castle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630502935i/6294._SX50_.jpg,4,"Howl's Moving Castle (Howl's Moving Castle, #1)",Best Feminist Books
Lindy West,https://www.goodreads.com/author/show/5365754.Lindy_West,4.16,https://www.goodreads.com/book/show/29340182-shrill,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460015959i/29340182._SY75_.jpg,4,Shrill: Notes from a Loud Woman,Best Feminist Books
Margaret Atwood,https://www.goodreads.com/author/show/3472.Margaret_Atwood,4,https://www.goodreads.com/book/show/78435.Oryx_and_Crake,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393260438i/78435._SX50_.jpg,4,Oryx and Crake (MaddAddam #1),Best Feminist Books
Emilie Buchwald,https://www.goodreads.com/author/show/207160.Emilie_Buchwald,4.36,https://www.goodreads.com/book/show/303558.Transforming_a_Rape_Culture,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328750804i/303558._SX50_.jpg,4,Transforming a Rape Culture,Best Feminist Books
Riane Eisler,https://www.goodreads.com/author/show/2752081.Riane_Eisler,4.19,https://www.goodreads.com/book/show/470367.The_Chalice_and_the_Blade,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505158290i/470367._SY75_.jpg,4,"The Chalice and the Blade: Our History, Our Future",Best Feminist Books
Margaret Sanger,https://www.goodreads.com/author/show/264856.Margaret_Sanger,3.85,https://www.goodreads.com/book/show/928996.The_Autobiography_of_Margaret_Sanger,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328864378i/928996._SY75_.jpg,3,The Autobiography of Margaret Sanger,Best Feminist Books
Sarah Waters,https://www.goodreads.com/author/show/25334.Sarah_Waters,4.06,https://www.goodreads.com/book/show/56373.Tipping_the_Velvet,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388633460i/56373._SY75_.jpg,4,Tipping the Velvet,Best Feminist Books
John  Green,https://www.goodreads.com/author/show/1406384.John_Green,3.7,https://www.goodreads.com/book/show/6916043-paper-towns,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1299965422i/6916043._SY75_.jpg,3,Paper Towns,Best Feminist Books
Jean M. Auel,https://www.goodreads.com/author/show/861.Jean_M_Auel,4.11,https://www.goodreads.com/book/show/1295.The_Clan_of_the_Cave_Bear,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1276624702i/1295._SY75_.jpg,4,"The Clan of the Cave Bear (Earth's Children, #1)",Best Feminist Books
Reni Eddo-Lodge,https://www.goodreads.com/author/show/16239209.Reni_Eddo_Lodge,4.37,https://www.goodreads.com/book/show/33606119-why-i-m-no-longer-talking-to-white-people-about-race,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497293578i/33606119._SY75_.jpg,4,Why I'm No Longer Talking to White People About Race,Best Feminist Books
J.K. Rowling,https://www.goodreads.com/author/show/1077326.J_K_Rowling,4.47,https://www.goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474154022i/3._SY75_.jpg,4,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",Best Feminist Books
Toni Morrison,https://www.goodreads.com/author/show/3534.Toni_Morrison,4.06,https://www.goodreads.com/book/show/11346.Sula,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441578153i/11346._SY75_.jpg,4,Sula,Best Feminist Books
Stephen  King,https://www.goodreads.com/author/show/3389.Stephen_King,3.76,https://www.goodreads.com/book/show/10619.Rose_Madder,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660826989i/10619._SY75_.jpg,3,Rose Madder,Best Feminist Books
Natasha Walter,https://www.goodreads.com/author/show/2890812.Natasha_Walter,3.83,https://www.goodreads.com/book/show/6378897-living-dolls,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415589903i/6378897._SY75_.jpg,3,Living Dolls: The Return of Sexism,Best Feminist Books
Dorothy Roberts,https://www.goodreads.com/author/show/19545.Dorothy_Roberts,4.46,https://www.goodreads.com/book/show/229445.Killing_the_Black_Body,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388801372i/229445._SY75_.jpg,4,"Killing the Black Body: Race, Reproduction, and the Meaning of Liberty",Best Feminist Books
Cassandra Clare,https://www.goodreads.com/author/show/150038.Cassandra_Clare,4.06,https://www.goodreads.com/book/show/256683.City_of_Bones,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432730315i/256683._SY75_.jpg,4,"City of Bones (The Mortal Instruments, #1)",Best Feminist Books
Elizabeth Gilbert,https://www.goodreads.com/author/show/11679.Elizabeth_Gilbert,3.65,https://www.goodreads.com/book/show/19501.Eat_Pray_Love,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503066414i/19501._SY75_.jpg,3,"Eat, Pray, Love",Best Feminist Books
Rachel Carson,https://www.goodreads.com/author/show/15332.Rachel_Carson,4.06,https://www.goodreads.com/book/show/27333.Silent_Spring,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442353674i/27333._SY75_.jpg,4,Silent Spring,Best Feminist Books
Catharine A. MacKinnon,https://www.goodreads.com/author/show/127108.Catharine_A_MacKinnon,3.96,https://www.goodreads.com/book/show/638913.Feminism_Unmodified,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348913936i/638913._SY75_.jpg,3,Feminism Unmodified: Discourses on Life and Law,Best Feminist Books
Louise O'Neill,https://www.goodreads.com/author/show/8110797.Louise_O_Neill,4,https://www.goodreads.com/book/show/25255576-asking-for-it,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445503799i/25255576._SY75_.jpg,4,Asking For It,Best Feminist Books
Marilyn French,https://www.goodreads.com/author/show/14160.Marilyn_French,4.09,https://www.goodreads.com/book/show/58287.The_War_Against_Women,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1262684126i/58287._SY75_.jpg,4,The War Against Women,Best Feminist Books
Henry James,https://www.goodreads.com/author/show/159.Henry_James,3.8,https://www.goodreads.com/book/show/264.The_Portrait_of_a_Lady,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1502148606i/264._SY75_.jpg,3,The Portrait of a Lady,Best Feminist Books
Irin Carmon,https://www.goodreads.com/author/show/3960446.Irin_Carmon,4.18,https://www.goodreads.com/book/show/25422234-notorious-rbg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429924065i/25422234._SX50_.jpg,4,Notorious RBG: The Life and Times of Ruth Bader Ginsburg,Best Feminist Books
Marissa Meyer,https://www.goodreads.com/author/show/4684322.Marissa_Meyer,4.12,https://www.goodreads.com/book/show/11235712-cinder,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470056948i/11235712._SY75_.jpg,4,"Cinder (The Lunar Chronicles, #1)",Best Feminist Books
Octavia E. Butler,https://www.goodreads.com/author/show/29535.Octavia_E_Butler,4.19,https://www.goodreads.com/book/show/52397.Parable_of_the_Sower,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442169447i/52397._SY75_.jpg,4,"Parable of the Sower (Earthseed, #1)",Best Feminist Books
Margaret Atwood,https://www.goodreads.com/author/show/3472.Margaret_Atwood,4.2,https://www.goodreads.com/book/show/42975172-the-testaments,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549292344i/42975172._SY75_.jpg,4,"The Testaments (The Handmaid's Tale, #2)",Best Feminist Books
Dorothy L. Sayers,https://www.goodreads.com/author/show/8734.Dorothy_L_Sayers,4.19,https://www.goodreads.com/book/show/93575.Gaudy_Night,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388197565i/93575._SY75_.jpg,4,"Gaudy Night (Lord Peter Wimsey, #12)",Best Feminist Books
Starhawk,https://www.goodreads.com/author/show/6376.Starhawk,4.04,https://www.goodreads.com/book/show/73869.The_Spiral_Dance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348517478i/73869._SX50_.jpg,4,The Spiral Dance: A Rebirth of the Ancient Religion of the Great Goddess,Best Feminist Books
Susan Brownmiller,https://www.goodreads.com/author/show/35623.Susan_Brownmiller,3.86,https://www.goodreads.com/book/show/250345.Femininity,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389320378i/250345._SY75_.jpg,3,Femininity,Best Feminist Books
Marcelle Karp,https://www.goodreads.com/author/show/26161.Marcelle_Karp,3.82,https://www.goodreads.com/book/show/46659.The_Bust_Guide_to_the_New_Girl_Order,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439151169i/46659._SX50_.jpg,3,The Bust Guide to the New Girl Order,Best Feminist Books
Milli Hill,https://www.goodreads.com/author/show/14154905.Milli_Hill,3.96,https://www.goodreads.com/book/show/44428178-give-birth-like-a-feminist,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1589726439i/44428178._SY75_.jpg,3,Give Birth Like a Feminist: Your Body. Your Baby. Your Choices.,Best Feminist Books
Kristin Cashore,https://www.goodreads.com/author/show/1373880.Kristin_Cashore,4.09,https://www.goodreads.com/book/show/6137154-fire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331535456i/6137154._SY75_.jpg,4,"Fire (Graceling Realm, #2)",Best Feminist Books
Monica Sjöö,https://www.goodreads.com/author/show/255696.Monica_Sj_,4.08,https://www.goodreads.com/book/show/910444.The_Great_Cosmic_Mother,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348763224i/910444._SY75_.jpg,4,The Great Cosmic Mother: Rediscovering the Religion of the Earth,Best Feminist Books
John Stoltenberg,https://www.goodreads.com/author/show/299242.John_Stoltenberg,4.03,https://www.goodreads.com/book/show/433187.Refusing_to_be_a_Man,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347337704i/433187._SY75_.jpg,4,Refusing to be a Man: Essays on Sex and Justice,Best Feminist Books
J.D. Salinger,https://www.goodreads.com/author/show/819789.J_D_Salinger,3.8,https://www.goodreads.com/book/show/5107.The_Catcher_in_the_Rye,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398034300i/5107._SY75_.jpg,3,The Catcher in the Rye,Best Feminist Books
Mikki Kendall,https://www.goodreads.com/author/show/4510558.Mikki_Kendall,4.35,https://www.goodreads.com/book/show/36687229-hood-feminism,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577489813i/36687229._SY75_.jpg,4,Hood Feminism: Notes from the Women That a Movement Forgot,Best Feminist Books
Madeline Miller,https://www.goodreads.com/author/show/176372.Madeline_Miller,4.22,https://www.goodreads.com/book/show/35959740-circe,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565909496i/35959740._SY75_.jpg,4,Circe,Best Feminist Books
Rita Mae Brown,https://www.goodreads.com/author/show/23511.Rita_Mae_Brown,3.91,https://www.goodreads.com/book/show/165395.Rubyfruit_Jungle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172341177i/165395._SY75_.jpg,3,Rubyfruit Jungle,Best Feminist Books
bell hooks,https://www.goodreads.com/author/show/10697.bell_hooks,4.44,https://www.goodreads.com/book/show/27091.Teaching_to_Transgress,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403166974i/27091._SX50_.jpg,4,Teaching to Transgress: Education as the Practice of Freedom,Best Feminist Books
Rigoberta Menchú,https://www.goodreads.com/author/show/648569.Rigoberta_Mench_,3.86,https://www.goodreads.com/book/show/233292.I_Rigoberta_Mench_,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438357591i/233292._SX50_.jpg,3,"I, Rigoberta Menchú: An Indian Woman in Guatemala",Best Feminist Books
Margaret Cho,https://www.goodreads.com/author/show/15949.Margaret_Cho,4.04,https://www.goodreads.com/book/show/139657.BITCHfest,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407212578i/139657._SY75_.jpg,4,BITCHfest: Ten Years of Cultural Criticism from the Pages of Bitch Magazine,Best Feminist Books
Malinda Lo,https://www.goodreads.com/author/show/2884780.Malinda_Lo,3.63,https://www.goodreads.com/book/show/6472451-ash,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1286563960i/6472451._SY75_.jpg,3,Ash,Best Feminist Books
Natalie Angier,https://www.goodreads.com/author/show/34261.Natalie_Angier,4.13,https://www.goodreads.com/book/show/60885.Woman,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403168988i/60885._SY75_.jpg,4,Woman: An Intimate Geography,Best Feminist Books
Sophocles,https://www.goodreads.com/author/show/1002.Sophocles,3.82,https://www.goodreads.com/book/show/205196.Electra,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328704297i/205196._SY75_.jpg,3,Electra,Best Feminist Books
Emma Goldman,https://www.goodreads.com/author/show/15591.Emma_Goldman,4.27,https://www.goodreads.com/book/show/51695.Living_My_Life,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309282997i/51695._SY75_.jpg,4,Living My Life,Best Feminist Books
Leora Tanenbaum,https://www.goodreads.com/author/show/103756.Leora_Tanenbaum,3.88,https://www.goodreads.com/book/show/178198.Slut_,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348680578i/178198._SY75_.jpg,3,Slut!: Growing Up Female with a Bad Reputation,Best Feminist Books
Alison Bechdel,https://www.goodreads.com/author/show/54223321.Alison_Bechdel,4.45,https://www.goodreads.com/book/show/3189884-the-essential-dykes-to-watch-out-for,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348922728i/3189884._SX50_.jpg,4,The Essential Dykes To Watch Out For,Best Feminist Books
Kelly Sue DeConnick,https://www.goodreads.com/author/show/16587.Kelly_Sue_DeConnick,4.02,https://www.goodreads.com/book/show/25074849-bitch-planet-vol-1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425527046i/25074849._SY75_.jpg,4,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet Collected Editions, #1)",Best Feminist Books
Marjane Satrapi,https://www.goodreads.com/author/show/6238.Marjane_Satrapi,4.27,https://www.goodreads.com/book/show/9516.Persepolis,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425871473i/9516._SX50_.jpg,4,"Persepolis: The Story of a Childhood (Persepolis, #1)",Best Feminist Books
Adrienne Rich,https://www.goodreads.com/author/show/29947.Adrienne_Rich,4.27,https://www.goodreads.com/book/show/738965.Compulsory_Heterosexuality_and_Lesbian_Existence,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410232833i/738965._SY75_.jpg,4,Compulsory Heterosexuality and Lesbian Existence,Best Feminist Books
Chanel Miller,https://www.goodreads.com/author/show/19527332.Chanel_Miller,4.68,https://www.goodreads.com/book/show/50196744-know-my-name,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567612158l/50196744._SX50_SY75_.jpg,4,Know My Name,Best Feminist Books
Jane Austen,https://www.goodreads.com/author/show/1265.Jane_Austen,3.86,https://www.goodreads.com/book/show/45032.Mansfield_Park,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397063295i/45032._SY75_.jpg,3,Mansfield Park,Best Feminist Books
Gloria Naylor,https://www.goodreads.com/author/show/18752.Gloria_Naylor,4.2,https://www.goodreads.com/book/show/765811.The_Women_of_Brewster_Place,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309209011i/765811._SY75_.jpg,4,The Women of Brewster Place,Best Feminist Books
Michael   Robbins,https://www.goodreads.com/author/show/7160265.Michael_Robbins,3.91,https://www.goodreads.com/book/show/234708.Middlesex,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328702422i/234708._SX50_.jpg,3,Middlesex,Best Feminist Books
Jeffrey Eugenides,https://www.goodreads.com/author/show/1467.Jeffrey_Eugenides,3.78,https://www.goodreads.com/book/show/10956.The_Virgin_Suicides,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319032910i/10956._SY75_.jpg,3,The Virgin Suicides,Best Feminist Books
Veronica Roth,https://www.goodreads.com/author/show/4039811.Veronica_Roth,3.6,https://www.goodreads.com/book/show/18710190-allegiant,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395582745i/18710190._SY75_.jpg,3,"Allegiant (Divergent, #3)",Best Feminist Books
Jeanette Winterson,https://www.goodreads.com/author/show/9399.Jeanette_Winterson,4.11,https://www.goodreads.com/book/show/15047.The_Passion,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388187737i/15047._SY75_.jpg,4,The Passion,Best Feminist Books
Laura Kaplan,https://www.goodreads.com/author/show/362292.Laura_Kaplan,4.34,https://www.goodreads.com/book/show/676543.The_Story_of_Jane,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348129296i/676543._SY75_.jpg,4,The Story of Jane: The Legendary Underground Feminist Abortion Service,Best Feminist Books
Jean Kilbourne,https://www.goodreads.com/author/show/27499.Jean_Kilbourne,4.06,https://www.goodreads.com/book/show/49010.Can_t_Buy_My_Love,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430755615i/49010._SX50_.jpg,4,Can't Buy My Love: How Advertising Changes the Way We Think and Feel,Best Feminist Books
Andrea Dworkin,https://www.goodreads.com/author/show/23879.Andrea_Dworkin,4.42,https://www.goodreads.com/book/show/544175.Our_Blood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1707042673i/544175._SY75_.jpg,4,Our Blood: Prophecies and Discourses on Sexual Politics,Best Feminist Books
Leta Hong Fincher,https://www.goodreads.com/author/show/7512648.Leta_Hong_Fincher,3.97,https://www.goodreads.com/book/show/19282867-leftover-women,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390035686i/19282867._SY75_.jpg,3,Leftover Women: The Resurgence of Gender Inequality in China,Best Feminist Books
L.M. Montgomery,https://www.goodreads.com/author/show/5350.L_M_Montgomery,4.29,https://www.goodreads.com/book/show/77392.Anne_of_the_Island,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435829564i/77392._SY75_.jpg,4,"Anne of the Island (Anne of Green Gables, #3)",Best Feminist Books
Rupi Kaur,https://www.goodreads.com/author/show/8075577.Rupi_Kaur,4.08,https://www.goodreads.com/book/show/35606560-the-sun-and-her-flowers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499791446i/35606560._SY75_.jpg,4,The Sun and Her Flowers,Best Feminist Books
Isak Dinesen,https://www.goodreads.com/author/show/7215049.Isak_Dinesen,3.91,https://www.goodreads.com/book/show/781787.Out_of_Africa,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1750989139i/781787._SX50_.jpg,3,Out of Africa,Best Feminist Books
Scott O'Dell,https://www.goodreads.com/author/show/4999.Scott_O_Dell,3.88,https://www.goodreads.com/book/show/233818.Island_of_the_Blue_Dolphins,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475166260i/233818._SY75_.jpg,3,Island of the Blue Dolphins,Best Feminist Books
Kate Bornstein,https://www.goodreads.com/author/show/5854.Kate_Bornstein,4.03,https://www.goodreads.com/book/show/52108.Gender_Outlaw,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403194737i/52108._SY75_.jpg,4,"Gender Outlaw: On Men, Women and the Rest of Us",Best Feminist Books
Helen Keller,https://www.goodreads.com/author/show/7275.Helen_Keller,4.07,https://www.goodreads.com/book/show/821611.The_Story_of_My_Life,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320429331i/821611._SY75_.jpg,4,The Story of My Life,Best Feminist Books
Veronica Roth,https://www.goodreads.com/author/show/4039811.Veronica_Roth,3.96,https://www.goodreads.com/book/show/11735983-insurgent,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1618525340i/11735983._SY75_.jpg,3,"Insurgent (Divergent, #2)",Best Feminist Books
Caroline  Woods,https://www.goodreads.com/author/show/15522154.Caroline_Woods,3.96,https://www.goodreads.com/book/show/31237991-fr-ulein-m,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472428864i/31237991._SY75_.jpg,3,Fräulein M.,Best Feminist Books
Donna Russo Morin,https://www.goodreads.com/author/show/2729597.Donna_Russo_Morin,4.24,https://www.goodreads.com/book/show/51005584-gilded-dreams,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581008127i/51005584._SY75_.jpg,4,Gilded Dreams (Newport's Gilded Age #2),Best Feminist Books
Ralph  Webster,https://www.goodreads.com/author/show/15370611.Ralph_Webster,4.41,https://www.goodreads.com/book/show/37920118-one-more-moon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515781060i/37920118._SY75_.jpg,4,One More Moon,Best Feminist Books
E. Lockhart,https://www.goodreads.com/author/show/173491.E_Lockhart,3.8,https://www.goodreads.com/book/show/1629601.The_Disreputable_History_of_Frankie_Landau_Banks,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313980820i/1629601._SY75_.jpg,3,The Disreputable History of Frankie Landau-Banks,Best Feminist Books
Chris Bohjalian,https://www.goodreads.com/author/show/3509.Chris_Bohjalian,4,https://www.goodreads.com/book/show/5166.Midwives,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442593918i/5166._SY75_.jpg,4,Midwives,Best Feminist Books
Rosalind Miles,https://www.goodreads.com/author/show/13891.Rosalind_Miles,3.79,https://www.goodreads.com/book/show/56354.Who_Cooked_the_Last_Supper_The_Women_s_History_of_the_World,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403180410i/56354._SY75_.jpg,3,Who Cooked the Last Supper? The Women's History of the World,Best Feminist Books
Geraldine Brooks,https://www.goodreads.com/author/show/211268.Geraldine_Brooks,4.05,https://www.goodreads.com/book/show/337615.Nine_Parts_of_Desire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403182793i/337615._SY75_.jpg,4,Nine Parts of Desire: The Hidden World of Islamic Women,Best Feminist Books
Kimberlé Crenshaw,https://www.goodreads.com/author/show/5390500.Kimberl_Crenshaw,4.45,https://www.goodreads.com/book/show/56939508-sayhername,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1612381597i/56939508._SY75_.jpg,4,#SayHerName: Black Women's Stories of State Violence and Public Silence,Best Feminist Books
Ki Longfellow,https://www.goodreads.com/author/show/286014.Ki_Longfellow,4.14,https://www.goodreads.com/book/show/514811.The_Secret_Magdalene,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1175446011i/514811._SY75_.jpg,4,The Secret Magdalene,Best Feminist Books
Alison Weir,https://www.goodreads.com/author/show/6583.Alison_Weir,4.12,https://www.goodreads.com/book/show/10104.The_Six_Wives_of_Henry_VIII,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438820765i/10104._SY75_.jpg,4,The Six Wives of Henry VIII,Best Feminist Books
Mona Eltahawy,https://www.goodreads.com/author/show/6108561.Mona_Eltahawy,4.17,https://www.goodreads.com/book/show/18490563-headscarves-and-hymens,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403430338i/18490563._SX50_.jpg,4,Headscarves and Hymens: Why the Middle East Needs a Sexual Revolution,Best Feminist Books
Sojourner Truth,https://www.goodreads.com/author/show/200277.Sojourner_Truth,4.09,https://www.goodreads.com/book/show/349076.The_Narrative_of_Sojourner_Truth,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410229761i/349076._SY75_.jpg,4,The Narrative of Sojourner Truth,Best Feminist Books
Betty Mahmoody,https://www.goodreads.com/author/show/24349.Betty_Mahmoody,4.19,https://www.goodreads.com/book/show/43255.Not_Without_My_Daughter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416296090i/43255._SY75_.jpg,4,Not Without My Daughter,Best Feminist Books
Kate Chopin,https://www.goodreads.com/author/show/5132.Kate_Chopin,4.06,https://www.goodreads.com/book/show/2267195.The_Story_of_an_Hour,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348249668i/2267195._SY75_.jpg,4,The Story of an Hour,Best Feminist Books
Ki Longfellow,https://www.goodreads.com/author/show/286014.Ki_Longfellow,4.01,https://www.goodreads.com/book/show/6801755-flow-down-like-silver,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348371147i/6801755._SY75_.jpg,4,Flow Down Like Silver,Best Feminist Books
Naomi Alderman,https://www.goodreads.com/author/show/118226.Naomi_Alderman,3.75,https://www.goodreads.com/book/show/29751398-the-power,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462814013i/29751398._SY75_.jpg,3,The Power,Best Feminist Books
Kim Ligget,https://www.goodreads.com/author/show/70637603.Kim_Ligget,4.13,https://www.goodreads.com/book/show/43263520-the-grace-year,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548518877i/43263520._SY75_.jpg,4,The Grace Year,Best Feminist Books
James Tiptree Jr.,https://www.goodreads.com/author/show/9860453.James_Tiptree_Jr_,4.17,https://www.goodreads.com/book/show/27059.Her_Smoke_Rose_Up_Forever,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395145994i/27059._SX50_.jpg,4,Her Smoke Rose Up Forever,Best Feminist Books
Tammara Webber,https://www.goodreads.com/author/show/4826501.Tammara_Webber,4.07,https://www.goodreads.com/book/show/16056408-easy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349370267i/16056408._SY75_.jpg,4,"Easy (Contours of the Heart, #1)",Best Feminist Books
Sarah Dunant,https://www.goodreads.com/author/show/15830.Sarah_Dunant,3.79,https://www.goodreads.com/book/show/6060130-sacred-hearts,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441864121i/6060130._SY75_.jpg,3,Sacred Hearts,Best Feminist Books
Jeffrey Eugenides,https://www.goodreads.com/author/show/1467.Jeffrey_Eugenides,4.04,https://www.goodreads.com/book/show/2187.Middlesex,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437029776i/2187._SY75_.jpg,4,Middlesex,Best Feminist Books
Louise O'Neill,https://www.goodreads.com/author/show/8110797.Louise_O_Neill,3.76,https://www.goodreads.com/book/show/21805717-only-ever-yours,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441273940i/21805717._SY75_.jpg,3,Only Ever Yours,Best Feminist Books
